"ug","contrato_ano","objeto","situacao","estagio","processo","fornecedor",data_inicio_vigencia,data_fim_vigencia,valor,"download"
"AGêNCIA DE FOMENTO DO ESTADO DE PERNAMBUCO S/A","003/2024","2.099 SERVIÇO",,"EM EXECUçãO","28/2023","11457039000159 - GESTÃO DE TERCEIRIZAÇÃO EM SERVIÇOS SELEÇÃO E AGENCIAMENTO DE MÃO-DE-OBRA LTDA",2024/02/07 00:00:00.000,2025/02/06 00:00:00.000, 2694190.0,"http://web.transparencia.pe.gov.br/contratos/1347/LICON_Contrato_1347_2024_003_1362301.pdf"
"AGêNCIA DE FOMENTO DO ESTADO DE PERNAMBUCO S/A","005/2024","2.004 LOCAÇÃO DE MÃO-DE-OBRA",,"EM EXECUçãO",,"2633574000122 - PERNAMBUCO CONSERVADORA EIRELI",2024/04/05 00:00:00.000,2025/04/04 00:00:00.000, 166532.88,"http://web.transparencia.pe.gov.br/contratos/1347/LICON_Contrato_1347_2024_005_1405458.pdf"
"AGêNCIA DE REGULAçãO DOS SERVIçOS PúBLICOS DELEGADOS DO ESTADO DE PERNAMBUCO","001/2024","1.210 SISTEMA DE VIDEOMONITORAMENTO",,"EM EXECUçãO","9/2023","34841308000181 - COLOSSO - LOCACOES E SERVIÇOS LTDA",2024/01/09 00:00:00.000,2024/04/08 00:00:00.000, 33520.37,"http://web.transparencia.pe.gov.br/contratos/783/LICON_Contrato_783_2024_001_1357725.pdf"
"AGêNCIA DE REGULAçãO DOS SERVIçOS PúBLICOS DELEGADOS DO ESTADO DE PERNAMBUCO","002/2024","1.050 APARELHOS E EQUIPAMENTOS DOMÉSTICOS",,"EM EXECUçãO",,"1590728000930 - MICROTÉCNICA INFORMÁTICA LTDA",2024/02/19 00:00:00.000,2024/05/18 00:00:00.000, 60449.22,"http://web.transparencia.pe.gov.br/contratos/783/LICON_Contrato_783_2024_002_1357747.pdf"
"AGêNCIA DE REGULAçãO DOS SERVIçOS PúBLICOS DELEGADOS DO ESTADO DE PERNAMBUCO","003/2024","1.050 APARELHOS E EQUIPAMENTOS DOMÉSTICOS",,"EM EXECUçãO",,"26484825000112 - MASTER COMERCIAL LTDA",2024/02/07 00:00:00.000,2024/05/06 00:00:00.000, 48200.0,"http://web.transparencia.pe.gov.br/contratos/783/LICON_Contrato_783_2024_003_1357768.pdf"
"AGêNCIA DE REGULAçãO DOS SERVIçOS PúBLICOS DELEGADOS DO ESTADO DE PERNAMBUCO","004/2024","1.200 SERVIÇO DE LOCAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA",,"EM EXECUçãO",,"7432517000107 - SIMPRESS COMéRCIO LOCAçãO E SERVIçOS LTDA",2024/02/09 00:00:00.000,2027/02/08 00:00:00.000, 64805.04,"http://web.transparencia.pe.gov.br/contratos/783/LICON_Contrato_783_2024_004_1357810.pdf"
"AGêNCIA DE REGULAçãO DOS SERVIçOS PúBLICOS DELEGADOS DO ESTADO DE PERNAMBUCO","005/2024","1.001 GÊNEROS ALIMENTÍCIOS",,"EM EXECUçãO",,"16667433000135 - V.T.A. MACHADO DE ARRUDA E CIA LTDA - EPP",2024/02/22 00:00:00.000,2025/02/21 00:00:00.000, 8450.0,"http://web.transparencia.pe.gov.br/contratos/783/LICON_Contrato_783_2024_005_1357858.pdf"
"AGêNCIA DE REGULAçãO DOS SERVIçOS PúBLICOS DELEGADOS DO ESTADO DE PERNAMBUCO","006/2024","2.099 SERVIÇO",,"EM EXECUçãO",,"10998292000157 - CENTRO DE INTEGRACAO EMPRESA ESCOLA DE PERNAMBUCO",2024/03/01 00:00:00.000,2025/02/28 00:00:00.000, 142187.4,"http://web.transparencia.pe.gov.br/contratos/783/LICON_Contrato_783_2024_006_1364611.pdf"
"AGêNCIA DE REGULAçãO DOS SERVIçOS PúBLICOS DELEGADOS DO ESTADO DE PERNAMBUCO","007/2024","2.099 SERVIÇO",,"EM EXECUçãO",,"126621000116 - TRANS-SERVI TRANSPORTES E SERVIÇOS LTDA - ME",2024/03/08 00:00:00.000,2025/03/07 00:00:00.000, 11250.0,"http://web.transparencia.pe.gov.br/contratos/783/LICON_Contrato_783_2024_007_1375626.pdf"
"CASA MILITAR DE PERNAMBUCO","001/2024","1.001 GÊNEROS ALIMENTÍCIOS",,"EM EXECUçãO",,"33965309000175 - J M VIEIRA COMERCIO DE GAS E AGUA",2024/04/16 00:00:00.000,2025/04/15 00:00:00.000, 7560.0,"http://web.transparencia.pe.gov.br/contratos/1264/LICON_Contrato_1264_2024_001_1395740.pdf"
"CASA MILITAR DE PERNAMBUCO","002/2024","1.200 SERVIÇO DE LOCAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA",,"EM EXECUçãO",,"7432517000107 - SIMPRESS COMÉRCIO, LOCAÇÃO E SERVIÇOS LTDA",2024/04/23 00:00:00.000,2027/04/22 00:00:00.000, 69995.98,"http://web.transparencia.pe.gov.br/contratos/1264/LICON_Contrato_1264_2024_002_1398407.pdf"
"CASA MILITAR DE PERNAMBUCO","003/2024","1.046 APARELHOS E EQUIPAMENTOS DE COMUNICAÇÃO",,"EM EXECUçãO",,"5291944000189 - RADIUM TELECOMUNICAÇÕES LTDA.",2024/02/28 00:00:00.000,2025/02/27 00:00:00.000, 156624.0,"http://web.transparencia.pe.gov.br/contratos/1264/LICON_Contrato_1264_2024_003_1362778.pdf"
"CASA MILITAR DE PERNAMBUCO","004/2024","2.062 PASSAGENS E DESPESAS COM LOCOMOÇÃO",,"EM EXECUçãO",,"23361387000107 - BRASITUR EVENTOS E TURISMO LTDA",2024/05/24 00:00:00.000,2025/05/23 00:00:00.000, 234506.41,"http://web.transparencia.pe.gov.br/contratos/1264/LICON_Contrato_1264_2024_004_1409018.pdf"
"CASA MILITAR DE PERNAMBUCO","005/2024","1.073 VEÍCULOS AUTOMOTIVOS",,"EM EXECUçãO",,"329696000102 - LOCADORA DE VEÍCULOS CAXANGÁ LTDA",2024/05/29 00:00:00.000,2026/11/28 00:00:00.000, 67320.0,"http://web.transparencia.pe.gov.br/contratos/1264/LICON_Contrato_1264_2024_005_1410303.pdf"
"CASA MILITAR DE PERNAMBUCO","006/2024","2.032 LOCAÇÃO DE VEÍCULOS",,"EM EXECUçãO",,"388838000102 - LOCAVEL - LOCAÇÃO DE VEÍCULOS E SERVIÇOS LTDA",2024/06/04 00:00:00.000,2026/12/03 00:00:00.000, 555666.3,"http://web.transparencia.pe.gov.br/contratos/1264/LICON_Contrato_1264_2024_006_1411670.pdf"
"CASA MILITAR DE PERNAMBUCO","007/2024","2.045 SERVIÇOS DE LIMPEZA E CONSERVAÇÃO DE BENS IMÓVEIS",,"EM EXECUçãO",,"5465222000101 - RM TERCEIRIZAÇÃO E GESTÃO DE RECURSOS HUMANOS EIRELI",2024/06/05 00:00:00.000,2025/06/04 00:00:00.000, 70755.44,"http://web.transparencia.pe.gov.br/contratos/1264/LICON_Contrato_1264_2024_007_1412259.pdf"
"COMPANHIA EDITORA DE PERNAMBUCO","008/2024","1.060 MÁQUINAS E EQUIPAMENTOS GRÁFICOS",,"EM EXECUçãO","2/2024","2531128000107 - HEIDELBERG DO BRASIL SISTEMAS GRAFICOS E SERVIÇOS",2024/04/12 00:00:00.000,2024/07/11 00:00:00.000, 80000.0,"http://web.transparencia.pe.gov.br/contratos/798/LICON_Contrato_798_2024_008_1409296.pdf"
"COMPANHIA ESTADUAL DE HABITAçãO E OBRAS","001/2024","2.065 SERVIÇOS DE INSTALAÇÃO, PRODUÇÃO, MONTAGEM E DESMONTAGEM DE ESTRUTURAS PARA REALIZAÇÃO DE EVENTOS.",,"EM EXECUçãO",,"10288928000177 - MARIA JOAO EVENTOS LTDA",2024/01/25 00:00:00.000,2024/02/23 00:00:00.000, 3038.3,"http://web.transparencia.pe.gov.br/contratos/800/LICON_Contrato_800_2024_001_1400472.pdf"
"COMPANHIA ESTADUAL DE HABITAçãO E OBRAS","002/2024","2.065 SERVIÇOS DE INSTALAÇÃO, PRODUÇÃO, MONTAGEM E DESMONTAGEM DE ESTRUTURAS PARA REALIZAÇÃO DE EVENTOS.",,"EM EXECUçãO",,"40868432000133 - A. P. S. SOM LTDA",2024/01/25 00:00:00.000,2024/02/23 00:00:00.000, 6180.0,"http://web.transparencia.pe.gov.br/contratos/800/LICON_Contrato_800_2024_002_1400488.pdf"
"COMPANHIA ESTADUAL DE HABITAçãO E OBRAS","003/2024","1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE",,"EM EXECUçãO",,"5045317000168 - INTERAGI TECNOLOGIA LTDA",2024/03/28 00:00:00.000,2025/03/27 00:00:00.000, 35386.4,"http://web.transparencia.pe.gov.br/contratos/800/LICON_Contrato_800_2024_003_1400587.pdf"
"COMPANHIA ESTADUAL DE HABITAçãO E OBRAS","004/2024","3.077 REDE COLETORA DE ESGOTO",,"EM EXECUçãO",,"7858331000106 - J.C MILET LTDA",2024/03/20 00:00:00.000,2024/09/19 00:00:00.000, 56271.72,"http://web.transparencia.pe.gov.br/contratos/800/LICON_Contrato_800_2024_004_1400631.pdf"
"COMPANHIA ESTADUAL DE HABITAçãO E OBRAS","005/2024","2.049 SERVIÇOS DE APERFEIÇOAMENTO, CAPACITAÇÃO E TREINAMENTO DE PESSOAL",,"EM EXECUçãO",,"10998292000157 - CENTRO DE INTEGRACAO EMPRESA ESCOLA DE  PERNAMBUCO",2024/03/01 00:00:00.000,2025/02/28 00:00:00.000, 180054.36,"http://web.transparencia.pe.gov.br/contratos/800/LICON_Contrato_800_2024_005_1400717.pdf"
"COMPANHIA ESTADUAL DE HABITAçãO E OBRAS","006/2024","3.099 OBRAS",,"EM EXECUçãO",,"758756000102 - CONSTRUTORA ANCAR LTDA",2024/03/25 00:00:00.000,2025/05/24 00:00:00.000, 23051730.91,"http://web.transparencia.pe.gov.br/contratos/800/LICON_Contrato_800_2024_006_1400749.pdf"
"COMPANHIA ESTADUAL DE HABITAçãO E OBRAS","007/2024","1.200 SERVIÇO DE LOCAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA",,"EM EXECUçãO",,"7432517000107 - SIMPRESS COMERCIO, LOCACAO E SERVICOS S/A",2024/05/20 00:00:00.000,2027/05/19 00:00:00.000, 56443.56,"http://web.transparencia.pe.gov.br/contratos/800/LICON_Contrato_800_2024_007_1420352.pdf"
"COMPANHIA ESTADUAL DE HABITAçãO E OBRAS","008/2024","2.031 LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS",,"EM EXECUçãO",,"12644934000145 - PRISMA ENGENHARIA LTDA",2024/03/27 00:00:00.000,2025/03/26 00:00:00.000, 399994.56,"http://web.transparencia.pe.gov.br/contratos/800/LICON_Contrato_800_2024_008_1400788.pdf"
"COMPANHIA ESTADUAL DE HABITAçãO E OBRAS","009/2024","2.031 LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS",,"EM EXECUçãO",,"13938438000167 - STIL TERRAPLENAGENS E LOCAÇÕES LTDA",2024/03/28 00:00:00.000,2025/03/27 00:00:00.000, 555725.54,"http://web.transparencia.pe.gov.br/contratos/800/LICON_Contrato_800_2024_009_1400816.pdf"
"COMPANHIA ESTADUAL DE HABITAçãO E OBRAS","010/2024","2.031 LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS",,"EM EXECUçãO",,"13938438000167 - STIL TERRAPLENAGENS E LOCAÇÕES LTDA",2024/03/28 00:00:00.000,2025/03/27 00:00:00.000, 693624.9,"http://web.transparencia.pe.gov.br/contratos/800/LICON_Contrato_800_2024_010_1400831.pdf"
"COMPANHIA ESTADUAL DE HABITAçãO E OBRAS","011/2024","2.031 LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS",,"EM EXECUçãO",,"13938438000167 - STIL TERRAPLENAGENS E LOCAÇÕES LTDA",2024/03/28 00:00:00.000,2025/03/27 00:00:00.000, 186349.91,"http://web.transparencia.pe.gov.br/contratos/800/LICON_Contrato_800_2024_011_1400841.pdf"
"COMPANHIA ESTADUAL DE HABITAçãO E OBRAS","012/2024","2.031 LOCAÇÃO DE MÁQUINAS E EQUIPAMENTOS",,"EM EXECUçãO",,"13938438000167 - STIL TERRAPLENAGENS E LOCAÇÕES LTDA",2024/03/28 00:00:00.000,2025/03/27 00:00:00.000, 1573155.9,"http://web.transparencia.pe.gov.br/contratos/800/LICON_Contrato_800_2024_012_1400866.pdf"
"COMPANHIA ESTADUAL DE HABITAçãO E OBRAS","013/2024","2.040 SERVIÇOS GRÁFICOS E EDITORIAIS",,"EM EXECUçãO",,"11234871000196 - ATOMOS COMERCIAL LTDA",2024/04/01 00:00:00.000,2024/06/30 00:00:00.000, 1596.0,"http://web.transparencia.pe.gov.br/contratos/800/LICON_Contrato_800_2024_013_1400895.pdf"
"COMPANHIA ESTADUAL DE HABITAçãO E OBRAS","014/2024","1.019 MATERIAL DE EXPEDIENTE",,"EM EXECUçãO",,"24348443000136 - FRANCRIS LIVRARIA E PAPELARIA LTDA ME",2024/04/25 00:00:00.000,2024/06/24 00:00:00.000, 630.2,"http://web.transparencia.pe.gov.br/contratos/800/LICON_Contrato_800_2024_014_1400917.pdf"
"COMPANHIA ESTADUAL DE HABITAçãO E OBRAS","015/2024","1.019 MATERIAL DE EXPEDIENTE",,"EM EXECUçãO",,"16667433000135 - V.T.A. MACHADO DE ARRUDA LTDA",2024/04/25 00:00:00.000,2024/06/24 00:00:00.000, 390.4,"http://web.transparencia.pe.gov.br/contratos/800/LICON_Contrato_800_2024_015_1400926.pdf"
"COMPANHIA ESTADUAL DE HABITAçãO E OBRAS","016/2024","1.026 MATERIAL DE LIMPEZA, CONSERVAÇÃO E HIGIENE",,"EM EXECUçãO",,"9617964000158 - DIFERENCIAL COMÉRCIO ATACADISTA DE PRODUTOS ALIMENTÍCIOS LTDA",2024/04/25 00:00:00.000,2024/06/24 00:00:00.000, 419.7,"http://web.transparencia.pe.gov.br/contratos/800/LICON_Contrato_800_2024_016_1400935.pdf"
"COMPANHIA ESTADUAL DE HABITAçãO E OBRAS","017/2024","1.019 MATERIAL DE EXPEDIENTE",,"EM EXECUçãO",,"21850286000174 - VIMELI COMERCIAL LTDA",2024/04/25 00:00:00.000,2024/06/24 00:00:00.000, 369.0,"http://web.transparencia.pe.gov.br/contratos/800/LICON_Contrato_800_2024_017_1402305.pdf"
"COMPANHIA ESTADUAL DE HABITAçãO E OBRAS","018/2024","1.019 MATERIAL DE EXPEDIENTE",,"EM EXECUçãO",,"11028513000127 - FORTELIMP COMERCIO DE HIGIENE E LIMPEZA LTDA",2024/04/26 00:00:00.000,2024/06/25 00:00:00.000, 2272.0,"http://web.transparencia.pe.gov.br/contratos/800/LICON_Contrato_800_2024_018_1401120.pdf"
"COMPANHIA ESTADUAL DE HABITAçãO E OBRAS","019/2024","1.026 MATERIAL DE LIMPEZA, CONSERVAÇÃO E HIGIENE",,"EM EXECUçãO",,"44861593000156 - EXATA SUPRIMENTOS LTDA",2024/04/30 00:00:00.000,2024/06/29 00:00:00.000, 5544.6,"http://web.transparencia.pe.gov.br/contratos/800/LICON_Contrato_800_2024_019_1401183.pdf"
"COMPANHIA ESTADUAL DE HABITAçãO E OBRAS","022/2024","2.099 SERVIÇO",,"EM EXECUçãO",,"9480880000115 - BRASLUSO TURISMO LTDA - EPP",2024/05/30 00:00:00.000,2025/05/29 00:00:00.000, 60506.66,"http://web.transparencia.pe.gov.br/contratos/800/LICON_Contrato_800_2024_022_1418434.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DAF001/2024","1.001 GÊNEROS ALIMENTÍCIOS",,"EM EXECUçãO","224/2023","21101414000500 - TRAJANO & ARRUDA LTDA",2024/02/05 00:00:00.000,2024/05/05 00:00:00.000, 14300.0,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DAF001_1348538.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DAF002/2024","2.049 SERVIÇOS DE APERFEIÇOAMENTO, CAPACITAÇÃO E TREINAMENTO DE PESSOAL",,"EM EXECUçãO","202/2023","11686452000195 - JN RESGATE ASSESSORIA & TREINAMENTO LTDA",2024/01/26 00:00:00.000,2025/01/26 00:00:00.000, 8000.0,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DAF002_1346055.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DAF003/2024","1.056 EQUIPAMENTOS DE PROTEÇÃO, SEGURANÇA E SOCORRO",,"EM EXECUçãO","14/2024","7476114000151 - DESKLINE INFORMATICA LTDA",2024/03/04 00:00:00.000,2024/04/03 00:00:00.000, 17800.0,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DAF003_1364175.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DAF004/2024","1.205 EQUIPAMENTOS DE INFORMÁTICA",,"EM EXECUçãO","11/2024","50647131000133 - 50.647.131 DANIEL MARQUES TORRES",2024/02/27 00:00:00.000,2025/02/27 00:00:00.000, 16136.0,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DAF004_1366406.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DAF005/2024","1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES",,"EM EXECUçãO","3/2024","16538909000138 - PROMAXIMA GESTAO EMPRESARIAL",2024/02/22 00:00:00.000,2025/02/21 00:00:00.000, 6890.0,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DAF005_1358871.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DAF006/2024","1.204 SOFTWARES",,"EM EXECUçãO","19/2024","22677427000161 - CERTIPE SERVIÇOS EM INFORMÁTICA LTDA",2024/02/23 00:00:00.000,2027/02/23 00:00:00.000, 15990.0,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DAF006_1358846.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DAF007/2024","1.204 SOFTWARES",,"EM EXECUçãO","12/2024","10242721000161 - BUYSOFT DO BRASIL LTDA",2024/03/04 00:00:00.000,2025/05/04 00:00:00.000, 10625.0,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DAF007_1362716.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DAF009/2024","1.001 GÊNEROS ALIMENTÍCIOS",,"EM EXECUçãO","24/2024","40365169000160 - MATHEF COMERCIO LTDA",2024/03/07 00:00:00.000,2024/06/07 00:00:00.000, 29800.0,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DAF009_1366182.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DAF010/2024","2.049 SERVIÇOS DE APERFEIÇOAMENTO, CAPACITAÇÃO E TREINAMENTO DE PESSOAL",,"EM EXECUçãO","22/2024","45218628000104 - ACR VALENTE SERVICO TECNICO ADMINISTRATIVO LTDA",2024/03/15 00:00:00.000,2024/07/15 00:00:00.000, 10000.0,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DAF010_1392607.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DAF011/2024","1.001 GÊNEROS ALIMENTÍCIOS",,"EM EXECUçãO","33/2024","27110316000192 - TAIANE DA SILVA MARINHO",2024/03/26 00:00:00.000,2025/03/26 00:00:00.000, 34906.2,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DAF011_1391753.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DAF014/2024","1.205 EQUIPAMENTOS DE INFORMÁTICA",,"EM EXECUçãO","174/2023","1590728000930 - MICROTÉCNICA INFORMÁTICA LTDA",2024/05/10 00:00:00.000,2025/05/10 00:00:00.000, 143908.5,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DAF014_1393579.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DAF016/2024","1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE",,"EM EXECUçãO","149/2023","4947601000167 - RESOURCE TECNOLOGIA E INFORMÁTICA LTDA",2024/05/27 00:00:00.000,2026/11/26 00:00:00.000, 10150000.0,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DAF016_1400543.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DAF017/2024","2.040 SERVIÇOS GRÁFICOS E EDITORIAIS",,"EM EXECUçãO","44/2024","50750298000125 - LUZ PUBLICIDADE SP SUL LTDA",2024/04/25 00:00:00.000,2024/07/25 00:00:00.000, 5618.0,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DAF017_1396241.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DAF018/2024","2.055 SERVIÇOS DE PUBLICIDADE E PROPAGANDA",,"EM EXECUçãO","61/2024","10798130000175 - EDITORA JORNAL DO COMMERCIO LTDA",2024/06/13 00:00:00.000,2024/09/13 00:00:00.000, 25500.0,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DAF018_1415407.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DAF022/2024","1.204 SOFTWARES",,"EM EXECUçãO","222/2023","15459897000193 - GAO TECH LTDA",2024/04/30 00:00:00.000,2026/10/31 00:00:00.000, 1253700.0,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DAF022_1399432.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DAF025/2024","2.057 SERVIÇOS TECNICOS ESPECIALIZADOS - ADVOCACIA",,"EM EXECUçãO","52/2024","24135279000189 - JAIRO AQUINO E ADVOGADOS ASSOCIADOS",2024/05/17 00:00:00.000,2025/05/17 00:00:00.000, 26638.25,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DAF025_1405803.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DAF034/2024","2.071 CONSULTORIA",,"EM EXECUçãO","78/2024","10387591000155 - BANDEIRA ASSESSORIA EMPRESARIAL",2024/06/13 00:00:00.000,2025/09/12 00:00:00.000, 45200.0,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DAF034_1421348.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DTC001/2024","1.204 SOFTWARES",,"EM EXECUçãO","173/2023","35137403000161 - F2J TECNOLOGIA DA INFORMACAO LTDA",2024/02/15 00:00:00.000,2026/08/15 00:00:00.000, 519000.0,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DTC001_1346875.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DTC003/2024","3.080 REDE DE DISTRIBUIÇÃO DE GÁS",,"EM EXECUçãO","193/2023","4207522000110 - EXERGY ENGENHARIA LTDA",2024/02/21 00:00:00.000,2024/06/20 00:00:00.000, 379128.75,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DTC003_1357542.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DTC004/2024","2.099 SERVIÇO",,"EM EXECUçãO","179/2023","21378030000106 - DIPON COMERCIO, SERVICOS E CONSTRUCOES LTDA",2024/02/26 00:00:00.000,2026/02/26 00:00:00.000, 1332000.0,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DTC004_1358840.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DTC005/2024","1.015 MATERIAL PARA INSTALAÇÃO ELÉTRICA E ELETRÔNICA",,"EM EXECUçãO","4/2024","3651229000184 - TANACAS EQUIPAMENTOS ELETRONICOS LTDA",2024/06/11 00:00:00.000,2024/09/09 00:00:00.000, 5254.09,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DTC005_1400222.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DTC007/2024","3.080 REDE DE DISTRIBUIÇÃO DE GÁS",,"EM EXECUçãO","189/2023","12458204000150 - VM ENGENHARIA LTDA",2024/03/18 00:00:00.000,2024/12/18 00:00:00.000, 11390000.0,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DTC007_1402701.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DTC008/2024","2.040 SERVIÇOS GRÁFICOS E EDITORIAIS",,"EM EXECUçãO","26/2024","32683214000104 - PABLO NERI TAVARES DE MELO SERVICOS GRAFICOS",2024/04/24 00:00:00.000,2024/06/24 00:00:00.000, 8200.0,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DTC008_1389477.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DTC009/2024","3.080 REDE DE DISTRIBUIÇÃO DE GÁS",,"EM EXECUçãO","184/2023","13616300000141 - GASPROM SOLUCOES INTELIGENTES LTDA",2024/05/09 00:00:00.000,2024/10/06 00:00:00.000, 754507.62,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DTC009_1396628.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DTC010/2024","1.205 EQUIPAMENTOS DE INFORMÁTICA",,"EM EXECUçãO","54/2024","13580081000198 - CARMEL TECNOLOGIA INDUSTRIA E COMERCIO DE EQUIPAMENTOS ELETROELETRONICOS E TELECOMUNICACOES LTDA",2024/05/31 00:00:00.000,2025/12/01 00:00:00.000, 42464.15,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DTC010_1412813.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DTC011/2024","1.204 SOFTWARES",,"EM EXECUçãO","23/2024","66582784000111 - MAPDATA TECNOLOGIA INFORMÁTICA E COMÉRCIO LTDA",2024/05/23 00:00:00.000,2027/05/23 00:00:00.000, 111157.0,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DTC011_1407822.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DTC014/2024","3.080 REDE DE DISTRIBUIÇÃO DE GÁS",,"EM EXECUçãO","214/2023","4858243000116 - DELMAR ANALYTICAL DO BRASIL LTDA",2024/05/27 00:00:00.000,2026/07/27 00:00:00.000, 5178500.0,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DTC014_1406345.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","DTC015/2024","3.080 REDE DE DISTRIBUIÇÃO DE GÁS",,"EM EXECUçãO","39/2024","7606905000230 - SW ADESIVOS E REVESTIMENTOS ANTICORROSIVOS LTDA",2024/06/04 00:00:00.000,2024/08/03 00:00:00.000, 24655.26,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_DTC015_1417571.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","PRE001/2024","2.051 SERVIÇOS DE ORGANIZAÇÃO DE EVENTOS E FESTIVIDADES",,"EM EXECUçãO","220/2023","10553840000135 - ASSOCIAçãO DOS PRODUTORES DE ARTES CêNICAS DE PERNAMBUCO - APACEPE",2024/01/23 00:00:00.000,2024/04/22 00:00:00.000, 98000.0,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_PRE001_1345137.pdf"
"COMPANHIA PERNAMBUCANA DE GáS","PRE002/2024","1.001 GÊNEROS ALIMENTÍCIOS",,"EM EXECUçãO","2/2024","18577811000115 - F&R EVENTOS, LOCAÇÕES E SERVIÇOS LTDA- EPP",2024/01/25 00:00:00.000,2024/02/25 00:00:00.000, 15425.0,"http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2024_PRE002_1346041.pdf"
